question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,subject,chapter,difficulty
CB7-00273,What is 20 + 16?,38,35,36,37,C,20 + 16 = 36,English,Fill in the Blanks,Medium
CB7-00274,What is 25 + 49?,73,76,74,75,C,25 + 49 = 74,English,Grammar,Hard
CB7-00275,What is 37 + 4?,40,42,41,43,C,37 + 4 = 41,Science,Reproduction in Plants,Hard
CB7-00276,What is 4 + 7?,10,11,12,13,B,4 + 7 = 11,Maths,Rational Numbers,Hard
CB7-00277,What is 4 + 43?,48,47,46,49,B,4 + 43 = 47,SST,Media,Easy
CB7-00278,What is 45 + 22?,66,68,69,67,D,45 + 22 = 67,Science,Transportation in Plants and Animals,Medium
CB7-00279,What is 38 + 50?,89,90,87,88,D,38 + 50 = 88,Maths,Simple Equations,Hard
CB7-00280,What is 9 + 44?,55,52,54,53,D,9 + 44 = 53,Science,Transportation in Plants and Animals,Medium
CB7-00281,What is 42 + 33?,74,77,75,76,C,42 + 33 = 75,English,Fill in the Blanks,Easy
CB7-00282,What is 23 + 10?,34,33,32,35,B,23 + 10 = 33,SST,Air and Water,Hard
CB7-00283,What is 34 + 26?,59,62,60,61,C,34 + 26 = 60,Maths,Data Handling,Hard
CB7-00284,What is 24 + 2?,26,25,28,27,A,24 + 2 = 26,Maths,Rational Numbers,Easy
CB7-00285,What is 1 + 9?,10,9,11,12,A,1 + 9 = 10,Maths,Comparing Quantities,Medium
CB7-00286,What is 46 + 16?,64,63,62,61,C,46 + 16 = 62,Maths,Comparing Quantities,Hard
CB7-00287,What is 9 + 5?,15,16,13,14,D,9 + 5 = 14,SST,Delhi Sultanate,Hard
CB7-00288,What is 16 + 29?,44,45,47,46,B,16 + 29 = 45,Maths,Algebra,Medium
CB7-00289,What is 5 + 38?,45,42,44,43,D,5 + 38 = 43,Science,Respiration,Easy
CB7-00290,What is 42 + 17?,61,60,58,59,D,42 + 17 = 59,English,Synonyms Antonyms,Easy
CB7-00291,What is 13 + 27?,41,39,40,42,C,13 + 27 = 40,Science,Transportation in Plants and Animals,Medium
CB7-00292,What is 8 + 19?,28,27,26,29,B,8 + 19 = 27,SST,Environment,Medium
CB7-00293,What is 44 + 39?,85,84,82,83,D,44 + 39 = 83,Science,Heat,Easy
CB7-00294,What is 4 + 47?,51,50,52,53,A,4 + 47 = 51,English,Sentence Correction,Medium
CB7-00295,What is 32 + 3?,36,34,37,35,D,32 + 3 = 35,Maths,Simple Equations,Easy
CB7-00296,What is 40 + 8?,47,50,49,48,D,40 + 8 = 48,Maths,Comparing Quantities,Hard
CB7-00297,What is 21 + 18?,40,39,38,41,B,21 + 18 = 39,Maths,Simple Equations,Easy
CB7-00298,What is 49 + 29?,78,80,79,77,A,49 + 29 = 78,Science,Soil,Medium
CB7-00299,What is 41 + 26?,69,66,68,67,D,41 + 26 = 67,Science,Electric Current,Hard
CB7-00300,What is 50 + 47?,96,97,98,99,B,50 + 47 = 97,English,Vocabulary,Easy
CB7-00301,What is 35 + 13?,50,47,48,49,C,35 + 13 = 48,English,Tenses,Medium
CB7-00302,What is 8 + 26?,34,35,33,36,A,8 + 26 = 34,English,Grammar,Medium
CB7-00303,What is 15 + 1?,17,15,16,18,C,15 + 1 = 16,SST,Medieval India,Medium
CB7-00304,What is 17 + 48?,67,65,64,66,B,17 + 48 = 65,Maths,Algebra,Medium
CB7-00305,What is 12 + 46?,59,60,58,57,C,12 + 46 = 58,Science,Respiration,Easy
CB7-00306,What is 50 + 31?,81,80,82,83,A,50 + 31 = 81,SST,Mughal Empire,Hard
CB7-00307,What is 34 + 17?,52,50,51,53,C,34 + 17 = 51,SST,Markets,Medium
CB7-00308,What is 6 + 50?,57,56,55,58,B,6 + 50 = 56,Science,Nutrition in Animals,Medium
CB7-00309,What is 35 + 2?,39,36,37,38,C,35 + 2 = 37,Science,Light,Easy
CB7-00310,What is 11 + 19?,32,30,29,31,B,11 + 19 = 30,SST,Equality,Easy
CB7-00311,What is 46 + 23?,71,69,70,68,B,46 + 23 = 69,English,Grammar,Easy
CB7-00312,What is 7 + 25?,31,34,33,32,D,7 + 25 = 32,Maths,Algebra,Easy
CB7-00313,What is 19 + 43?,62,61,64,63,A,19 + 43 = 62,Maths,Fractions and Decimals,Hard
CB7-00314,What is 50 + 2?,54,52,53,51,B,50 + 2 = 52,SST,Government,Easy
CB7-00315,What is 27 + 27?,53,54,55,56,B,27 + 27 = 54,Maths,Lines and Angles,Medium
CB7-00316,What is 18 + 41?,61,60,59,58,C,18 + 41 = 59,Science,Light,Medium
CB7-00317,What is 13 + 21?,34,35,33,36,A,13 + 21 = 34,Science,Motion and Time,Medium
CB7-00318,What is 2 + 47?,51,50,49,48,C,2 + 47 = 49,English,Synonyms Antonyms,Easy
CB7-00319,What is 19 + 38?,58,57,56,59,B,19 + 38 = 57,Maths,Lines and Angles,Easy
CB7-00320,What is 45 + 32?,78,76,77,79,C,45 + 32 = 77,English,Comprehension,Medium
CB7-00321,What is 20 + 24?,45,43,44,46,C,20 + 24 = 44,Maths,Triangle and Properties,Easy
CB7-00322,What is 18 + 47?,65,64,67,66,A,18 + 47 = 65,English,Fill in the Blanks,Easy
CB7-00323,What is 34 + 20?,53,55,56,54,D,34 + 20 = 54,English,Comprehension,Medium
CB7-00324,What is 26 + 27?,53,54,55,52,A,26 + 27 = 53,Maths,Lines and Angles,Easy
CB7-00325,What is 24 + 3?,26,28,27,29,C,24 + 3 = 27,Maths,Simple Equations,Medium
CB7-00326,What is 16 + 3?,20,18,21,19,D,16 + 3 = 19,SST,Inside our Earth,Hard
CB7-00327,What is 25 + 14?,40,41,39,38,C,25 + 14 = 39,SST,Mughal Empire,Hard
CB7-00328,What is 38 + 20?,58,60,59,57,A,38 + 20 = 58,English,Sentence Correction,Medium
CB7-00329,What is 37 + 22?,59,58,61,60,A,37 + 22 = 59,Maths,Integers,Easy
CB7-00330,What is 31 + 48?,81,80,79,78,C,31 + 48 = 79,SST,Inside our Earth,Medium
CB7-00331,What is 41 + 48?,90,88,89,91,C,41 + 48 = 89,SST,Markets,Easy
CB7-00332,What is 34 + 50?,84,83,86,85,A,34 + 50 = 84,Maths,Simple Equations,Hard
CB7-00333,What is 1 + 10?,12,13,11,10,C,1 + 10 = 11,Science,Weather Climate,Hard
CB7-00334,What is 22 + 39?,62,61,63,60,B,22 + 39 = 61,SST,Air and Water,Easy
CB7-00335,What is 3 + 34?,36,38,37,39,C,3 + 34 = 37,Science,Weather Climate,Easy
CB7-00336,What is 12 + 12?,26,23,24,25,C,12 + 12 = 24,English,Grammar,Easy
CB7-00337,What is 32 + 35?,69,67,66,68,B,32 + 35 = 67,Maths,Triangle and Properties,Medium
CB7-00338,What is 6 + 43?,51,50,48,49,D,6 + 43 = 49,Science,Physical and Chemical Changes,Easy
CB7-00339,What is 9 + 39?,48,47,49,50,A,9 + 39 = 48,Science,Respiration,Easy
CB7-00340,What is 45 + 5?,51,52,50,49,C,45 + 5 = 50,Science,Nutrition in Animals,Medium
CB7-00341,What is 47 + 29?,75,76,77,78,B,47 + 29 = 76,Maths,Perimeter and Area,Easy
CB7-00342,What is 18 + 39?,56,57,59,58,B,18 + 39 = 57,Science,Fibre to Fabric,Medium
CB7-00343,What is 47 + 8?,56,55,57,54,B,47 + 8 = 55,Maths,Lines and Angles,Easy
CB7-00344,What is 45 + 33?,77,80,79,78,D,45 + 33 = 78,Maths,Fractions and Decimals,Easy
CB7-00345,What is 24 + 31?,55,57,54,56,A,24 + 31 = 55,Maths,Fractions and Decimals,Medium
CB7-00346,What is 17 + 31?,49,48,47,50,B,17 + 31 = 48,Maths,Lines and Angles,Hard
CB7-00347,What is 4 + 38?,42,44,43,41,A,4 + 38 = 42,SST,Media,Hard
CB7-00348,What is 5 + 16?,23,21,22,20,B,5 + 16 = 21,Maths,Simple Equations,Easy
CB7-00349,What is 22 + 9?,32,30,31,33,C,22 + 9 = 31,SST,Delhi Sultanate,Hard
CB7-00350,What is 39 + 4?,44,45,42,43,D,39 + 4 = 43,Maths,Fractions and Decimals,Medium
CB7-00351,What is 19 + 39?,60,59,58,57,C,19 + 39 = 58,Science,Motion and Time,Hard
CB7-00352,What is 17 + 8?,25,27,26,24,A,17 + 8 = 25,Maths,Perimeter and Area,Easy
CB7-00353,What is 37 + 39?,78,76,75,77,B,37 + 39 = 76,Science,Light,Medium
CB7-00354,What is 28 + 26?,53,55,56,54,D,28 + 26 = 54,English,Synonyms Antonyms,Hard
CB7-00355,What is 46 + 30?,77,76,78,75,B,46 + 30 = 76,English,Sentence Correction,Medium
CB7-00356,What is 21 + 44?,67,64,66,65,D,21 + 44 = 65,SST,Air and Water,Medium
CB7-00357,What is 37 + 16?,54,52,53,55,C,37 + 16 = 53,SST,Media,Hard
CB7-00358,What is 14 + 48?,63,62,61,64,B,14 + 48 = 62,English,Vocabulary,Medium
CB7-00359,What is 48 + 18?,67,65,68,66,D,48 + 18 = 66,English,Sentence Correction,Hard
CB7-00360,What is 23 + 23?,46,48,47,45,A,23 + 23 = 46,Science,Reproduction in Plants,Medium
CB7-00361,What is 4 + 14?,17,18,20,19,B,4 + 14 = 18,Maths,Comparing Quantities,Medium
CB7-00362,What is 31 + 12?,42,43,44,45,B,31 + 12 = 43,Science,Nutrition in Animals,Easy
CB7-00363,What is 22 + 44?,65,67,68,66,D,22 + 44 = 66,Science,Electric Current,Medium
CB7-00364,What is 32 + 30?,62,61,64,63,A,32 + 30 = 62,English,Tenses,Hard
CB7-00365,What is 24 + 24?,48,47,50,49,A,24 + 24 = 48,Science,Physical and Chemical Changes,Easy
CB7-00366,What is 33 + 49?,84,82,83,81,B,33 + 49 = 82,Maths,Lines and Angles,Hard
CB7-00367,What is 30 + 1?,30,32,31,33,C,30 + 1 = 31,Maths,Triangle and Properties,Hard
CB7-00368,What is 50 + 8?,57,59,58,60,C,50 + 8 = 58,Science,Reproduction in Plants,Medium
CB7-00369,What is 28 + 13?,42,43,41,40,C,28 + 13 = 41,English,Sentence Correction,Medium
CB7-00370,What is 11 + 34?,44,46,47,45,D,11 + 34 = 45,Science,Weather Climate,Easy
CB7-00371,What is 17 + 20?,37,39,38,36,A,17 + 20 = 37,Science,Acids Bases and Salts,Easy
CB7-00372,What is 10 + 10?,22,21,20,19,C,10 + 10 = 20,Maths,Triangle and Properties,Hard
CB7-00373,What is 45 + 44?,91,89,88,90,B,45 + 44 = 89,Science,Nutrition in Plants,Easy
CB7-00374,What is 36 + 32?,67,69,68,70,C,36 + 32 = 68,Science,Nutrition in Animals,Medium
CB7-00375,What is 20 + 44?,66,63,64,65,C,20 + 44 = 64,Maths,Lines and Angles,Easy
CB7-00376,What is 46 + 29?,74,75,77,76,B,46 + 29 = 75,SST,Medieval India,Medium
CB7-00377,What is 30 + 20?,50,51,52,49,A,30 + 20 = 50,English,Synonyms Antonyms,Hard
CB7-00378,What is 34 + 21?,57,54,55,56,C,34 + 21 = 55,Science,Fibre to Fabric,Hard
CB7-00379,What is 3 + 24?,28,29,27,26,C,3 + 24 = 27,Science,Heat,Hard
CB7-00380,What is 47 + 20?,66,68,67,69,C,47 + 20 = 67,English,Tenses,Medium
CB7-00381,What is 16 + 26?,44,42,41,43,B,16 + 26 = 42,English,Sentence Correction,Medium
CB7-00382,What is 9 + 43?,53,52,54,51,B,9 + 43 = 52,Science,Weather Climate,Easy
CB7-00383,What is 13 + 26?,38,39,41,40,B,13 + 26 = 39,SST,Medieval India,Medium
CB7-00384,What is 2 + 31?,35,32,34,33,D,2 + 31 = 33,Maths,Perimeter and Area,Medium
CB7-00385,What is 26 + 41?,66,67,68,69,B,26 + 41 = 67,Maths,Rational Numbers,Hard
CB7-00386,What is 48 + 42?,89,90,92,91,B,48 + 42 = 90,English,Vocabulary,Hard
CB7-00387,What is 3 + 40?,44,43,45,42,B,3 + 40 = 43,Maths,Algebra,Medium
CB7-00388,What is 41 + 39?,81,80,79,82,B,41 + 39 = 80,SST,State Government,Medium
CB7-00389,What is 37 + 12?,48,49,50,51,B,37 + 12 = 49,Science,Light,Easy
CB7-00390,What is 10 + 1?,13,11,10,12,B,10 + 1 = 11,Science,Respiration,Easy
CB7-00391,What is 20 + 48?,67,69,68,70,C,20 + 48 = 68,Science,Reproduction in Plants,Medium
CB7-00392,What is 19 + 34?,54,53,52,55,B,19 + 34 = 53,Science,Soil,Hard
CB7-00393,What is 11 + 2?,13,12,15,14,A,11 + 2 = 13,English,Tenses,Easy
CB7-00394,What is 12 + 14?,25,26,28,27,B,12 + 14 = 26,English,Grammar,Medium
CB7-00395,What is 47 + 17?,66,63,65,64,D,47 + 17 = 64,SST,Air and Water,Easy
CB7-00396,What is 26 + 8?,33,36,34,35,C,26 + 8 = 34,SST,Delhi Sultanate,Hard
CB7-00397,What is 19 + 39?,57,59,60,58,D,19 + 39 = 58,Science,Heat,Easy
CB7-00398,What is 29 + 31?,62,59,61,60,D,29 + 31 = 60,Maths,Comparing Quantities,Medium
CB7-00399,What is 16 + 35?,50,52,53,51,D,16 + 35 = 51,SST,Media,Easy
CB7-00400,What is 7 + 13?,22,20,21,19,B,7 + 13 = 20,Maths,Triangle and Properties,Easy
CB7-00401,What is 43 + 13?,55,56,58,57,B,43 + 13 = 56,SST,Delhi Sultanate,Hard
CB7-00402,What is 31 + 47?,80,77,78,79,C,31 + 47 = 78,Maths,Rational Numbers,Hard
CB7-00403,What is 38 + 47?,84,86,87,85,D,38 + 47 = 85,English,Grammar,Medium
CB7-00404,What is 37 + 41?,79,80,77,78,D,37 + 41 = 78,Maths,Triangle and Properties,Hard
CB7-00405,What is 30 + 49?,80,79,78,81,B,30 + 49 = 79,English,Synonyms Antonyms,Hard
CB7-00406,What is 15 + 34?,50,48,49,51,C,15 + 34 = 49,Maths,Triangle and Properties,Medium
CB7-00407,What is 12 + 25?,37,39,36,38,A,12 + 25 = 37,SST,Delhi Sultanate,Hard
CB7-00408,What is 4 + 6?,10,12,9,11,A,4 + 6 = 10,Maths,Algebra,Medium
CB7-00409,What is 50 + 19?,70,68,71,69,D,50 + 19 = 69,Science,Respiration,Hard
CB7-00410,What is 16 + 38?,53,54,55,56,B,16 + 38 = 54,SST,Environment,Easy
CB7-00411,What is 44 + 17?,61,60,62,63,A,44 + 17 = 61,Science,Motion and Time,Easy
CB7-00412,What is 50 + 12?,61,63,64,62,D,50 + 12 = 62,English,Comprehension,Hard
CB7-00413,What is 16 + 44?,61,59,62,60,D,16 + 44 = 60,Maths,Fractions and Decimals,Medium
CB7-00414,What is 29 + 3?,34,32,31,33,B,29 + 3 = 32,SST,Media,Hard
CB7-00415,What is 4 + 10?,15,13,14,16,C,4 + 10 = 14,Maths,Integers,Hard
CB7-00416,What is 16 + 18?,34,33,36,35,A,16 + 18 = 34,SST,Inside our Earth,Hard
CB7-00417,What is 42 + 11?,54,53,52,55,B,42 + 11 = 53,SST,State Government,Hard
CB7-00418,What is 13 + 5?,19,20,18,17,C,13 + 5 = 18,SST,Environment,Medium
CB7-00419,What is 46 + 20?,66,65,67,68,A,46 + 20 = 66,English,Fill in the Blanks,Easy
CB7-00420,What is 8 + 38?,48,47,45,46,D,8 + 38 = 46,Science,Physical and Chemical Changes,Hard
CB7-00421,What is 30 + 2?,33,32,31,34,B,30 + 2 = 32,Science,Weather Climate,Hard
CB7-00422,What is 5 + 26?,33,31,32,30,B,5 + 26 = 31,SST,Mughal Empire,Hard
CB7-00423,What is 38 + 33?,71,72,73,70,A,38 + 33 = 71,Science,Light,Hard
CB7-00424,What is 34 + 25?,58,59,61,60,B,34 + 25 = 59,SST,Environment,Easy
CB7-00425,What is 12 + 8?,19,20,21,22,B,12 + 8 = 20,English,Comprehension,Hard
CB7-00426,What is 2 + 26?,29,28,27,30,B,2 + 26 = 28,Science,Electric Current,Easy
CB7-00427,What is 46 + 18?,63,65,64,66,C,46 + 18 = 64,SST,Media,Hard
CB7-00428,What is 27 + 18?,45,47,46,44,A,27 + 18 = 45,Science,Fibre to Fabric,Hard
CB7-00429,What is 35 + 12?,48,46,47,49,C,35 + 12 = 47,Maths,Lines and Angles,Medium
CB7-00430,What is 17 + 34?,50,53,51,52,C,17 + 34 = 51,Science,Transportation in Plants and Animals,Medium
CB7-00431,What is 26 + 16?,42,43,44,41,A,26 + 16 = 42,Science,Motion and Time,Hard
CB7-00432,What is 5 + 8?,14,12,15,13,D,5 + 8 = 13,English,Comprehension,Hard
CB7-00433,What is 11 + 26?,38,36,37,39,C,11 + 26 = 37,Science,Acids Bases and Salts,Easy
CB7-00434,What is 48 + 14?,62,64,63,61,A,48 + 14 = 62,Maths,Comparing Quantities,Easy
CB7-00435,What is 28 + 32?,62,59,60,61,C,28 + 32 = 60,SST,Government,Easy
CB7-00436,What is 22 + 5?,29,26,27,28,C,22 + 5 = 27,English,Vocabulary,Medium
CB7-00437,What is 22 + 35?,56,59,57,58,C,22 + 35 = 57,SST,Inside our Earth,Medium
CB7-00438,What is 16 + 45?,63,61,60,62,B,16 + 45 = 61,SST,State Government,Easy
CB7-00439,What is 11 + 44?,55,54,56,57,A,11 + 44 = 55,Maths,Integers,Easy
CB7-00440,What is 23 + 32?,54,57,55,56,C,23 + 32 = 55,Maths,Lines and Angles,Easy
CB7-00441,What is 38 + 33?,72,70,71,73,C,38 + 33 = 71,English,Sentence Correction,Medium
CB7-00442,What is 30 + 29?,60,61,58,59,D,30 + 29 = 59,Science,Heat,Hard
CB7-00443,What is 28 + 20?,50,49,47,48,D,28 + 20 = 48,English,Tenses,Medium
CB7-00444,What is 7 + 9?,15,18,16,17,C,7 + 9 = 16,SST,Markets,Hard
CB7-00445,What is 1 + 11?,11,12,13,14,B,1 + 11 = 12,English,Sentence Correction,Hard
CB7-00446,What is 31 + 7?,37,40,39,38,D,31 + 7 = 38,Maths,Algebra,Hard
CB7-00447,What is 41 + 48?,90,89,91,88,B,41 + 48 = 89,Science,Motion and Time,Medium
CB7-00448,What is 3 + 45?,49,48,50,47,B,3 + 45 = 48,SST,Medieval India,Medium
CB7-00449,What is 37 + 33?,69,71,70,72,C,37 + 33 = 70,SST,Inside our Earth,Easy
CB7-00450,What is 24 + 8?,33,32,34,31,B,24 + 8 = 32,Maths,Comparing Quantities,Easy
CB7-00451,What is 43 + 21?,66,65,63,64,D,43 + 21 = 64,Science,Nutrition in Animals,Medium
CB7-00452,What is 47 + 22?,70,68,69,71,C,47 + 22 = 69,SST,Medieval India,Hard
CB7-00453,What is 39 + 33?,72,71,74,73,A,39 + 33 = 72,SST,Inside our Earth,Hard
CB7-00454,What is 45 + 8?,52,54,55,53,D,45 + 8 = 53,Science,Acids Bases and Salts,Medium
CB7-00455,What is 4 + 22?,28,27,25,26,D,4 + 22 = 26,Science,Reproduction in Plants,Easy
CB7-00456,What is 5 + 4?,8,11,10,9,D,5 + 4 = 9,English,Grammar,Medium
CB7-00457,What is 44 + 5?,51,49,48,50,B,44 + 5 = 49,SST,Government,Medium
CB7-00458,What is 49 + 22?,70,72,71,73,C,49 + 22 = 71,English,Parts of Speech,Medium
CB7-00459,What is 46 + 36?,82,83,81,84,A,46 + 36 = 82,Maths,Simple Equations,Hard
CB7-00460,What is 34 + 26?,60,59,61,62,A,34 + 26 = 60,English,Comprehension,Hard
CB7-00461,What is 44 + 1?,44,45,47,46,B,44 + 1 = 45,Maths,Comparing Quantities,Easy
CB7-00462,What is 25 + 3?,27,30,28,29,C,25 + 3 = 28,English,Sentence Correction,Medium
CB7-00463,What is 13 + 5?,20,19,17,18,D,13 + 5 = 18,Science,Motion and Time,Medium
CB7-00464,What is 18 + 45?,64,62,65,63,D,18 + 45 = 63,Science,Transportation in Plants and Animals,Hard
CB7-00465,What is 30 + 10?,41,39,40,42,C,30 + 10 = 40,SST,Media,Medium
CB7-00466,What is 28 + 14?,43,44,42,41,C,28 + 14 = 42,Maths,Perimeter and Area,Medium
CB7-00467,What is 40 + 3?,42,45,44,43,D,40 + 3 = 43,English,Tenses,Medium
CB7-00468,What is 2 + 42?,46,43,44,45,C,2 + 42 = 44,English,Sentence Correction,Medium
CB7-00469,What is 20 + 15?,37,35,34,36,B,20 + 15 = 35,English,Vocabulary,Easy
CB7-00470,What is 15 + 36?,50,51,52,53,B,15 + 36 = 51,SST,Media,Medium
CB7-00471,What is 9 + 7?,18,15,17,16,D,9 + 7 = 16,Maths,Rational Numbers,Medium
CB7-00472,What is 4 + 11?,14,15,16,17,B,4 + 11 = 15,English,Synonyms Antonyms,Medium
CB7-00473,What is 26 + 3?,28,29,31,30,B,26 + 3 = 29,English,Tenses,Hard
CB7-00474,What is 19 + 37?,56,55,58,57,A,19 + 37 = 56,Maths,Lines and Angles,Hard
CB7-00475,What is 46 + 34?,82,79,81,80,D,46 + 34 = 80,English,Synonyms Antonyms,Hard
CB7-00476,What is 43 + 6?,51,49,48,50,B,43 + 6 = 49,SST,Environment,Medium
CB7-00477,What is 42 + 9?,52,53,51,50,C,42 + 9 = 51,English,Comprehension,Medium
CB7-00478,What is 2 + 28?,30,32,31,29,A,2 + 28 = 30,Maths,Perimeter and Area,Hard
CB7-00479,What is 46 + 15?,62,61,63,60,B,46 + 15 = 61,English,Vocabulary,Hard
CB7-00480,What is 8 + 31?,40,39,38,41,B,8 + 31 = 39,Science,Acids Bases and Salts,Medium
CB7-00481,What is 15 + 20?,36,34,35,37,C,15 + 20 = 35,Science,Respiration,Easy
CB7-00482,What is 23 + 20?,42,43,45,44,B,23 + 20 = 43,Science,Reproduction in Plants,Hard
CB7-00483,What is 25 + 18?,44,42,43,45,C,25 + 18 = 43,Maths,Simple Equations,Easy
CB7-00484,What is 24 + 10?,34,33,36,35,A,24 + 10 = 34,SST,Air and Water,Medium
CB7-00485,What is 43 + 48?,91,93,90,92,A,43 + 48 = 91,Maths,Triangle and Properties,Hard
CB7-00486,What is 38 + 7?,47,46,45,44,C,38 + 7 = 45,Science,Transportation in Plants and Animals,Hard
CB7-00487,What is 49 + 31?,81,80,79,82,B,49 + 31 = 80,Maths,Simple Equations,Easy
CB7-00488,What is 44 + 38?,83,82,81,84,B,44 + 38 = 82,English,Sentence Correction,Hard
CB7-00489,What is 41 + 37?,79,78,80,77,B,41 + 37 = 78,Science,Motion and Time,Medium
CB7-00490,What is 34 + 32?,65,68,67,66,D,34 + 32 = 66,English,Fill in the Blanks,Medium
CB7-00491,What is 15 + 28?,42,44,45,43,D,15 + 28 = 43,SST,State Government,Easy
CB7-00492,What is 42 + 11?,54,52,55,53,D,42 + 11 = 53,English,Comprehension,Medium
CB7-00493,What is 24 + 31?,56,54,57,55,D,24 + 31 = 55,Maths,Integers,Medium
CB7-00494,What is 23 + 5?,30,27,29,28,D,23 + 5 = 28,Maths,Triangle and Properties,Medium
CB7-00495,What is 27 + 4?,31,33,32,30,A,27 + 4 = 31,SST,Delhi Sultanate,Hard
CB7-00496,What is 41 + 29?,69,70,71,72,B,41 + 29 = 70,English,Parts of Speech,Medium
CB7-00497,What is 29 + 6?,36,37,35,34,C,29 + 6 = 35,Science,Transportation in Plants and Animals,Hard
CB7-00498,What is 18 + 2?,20,21,19,22,A,18 + 2 = 20,English,Comprehension,Medium
CB7-00499,What is 12 + 7?,21,19,18,20,B,12 + 7 = 19,SST,Government,Medium
CB7-00500,What is 43 + 49?,91,93,94,92,D,43 + 49 = 92,SST,Environment,Easy
CB7-00501,What is 27 + 29?,57,58,55,56,D,27 + 29 = 56,SST,Medieval India,Easy
CB7-00502,What is 37 + 41?,77,78,80,79,B,37 + 41 = 78,Science,Transportation in Plants and Animals,Easy
CB7-00503,What is 31 + 19?,50,52,51,49,A,31 + 19 = 50,Science,Physical and Chemical Changes,Easy
CB7-00504,What is 37 + 13?,50,51,49,52,A,37 + 13 = 50,SST,Media,Hard
CB7-00505,What is 43 + 30?,72,75,73,74,C,43 + 30 = 73,Maths,Triangle and Properties,Medium
CB7-00506,What is 50 + 24?,74,75,76,73,A,50 + 24 = 74,English,Comprehension,Hard
CB7-00507,What is 48 + 37?,85,86,84,87,A,48 + 37 = 85,Maths,Triangle and Properties,Medium
CB7-00508,What is 11 + 19?,29,30,32,31,B,11 + 19 = 30,Science,Electric Current,Easy
CB7-00509,What is 21 + 2?,25,23,24,22,B,21 + 2 = 23,English,Parts of Speech,Hard
CB7-00510,What is 39 + 25?,63,64,66,65,B,39 + 25 = 64,Science,Soil,Hard
CB7-00511,What is 2 + 3?,5,7,6,4,A,2 + 3 = 5,Science,Nutrition in Animals,Easy
CB7-00512,What is 45 + 35?,79,82,81,80,D,45 + 35 = 80,SST,State Government,Hard
CB7-00513,What is 16 + 19?,37,36,34,35,D,16 + 19 = 35,English,Sentence Correction,Easy
CB7-00514,What is 1 + 20?,23,22,20,21,D,1 + 20 = 21,English,Comprehension,Medium
CB7-00515,What is 26 + 43?,69,68,70,71,A,26 + 43 = 69,SST,Air and Water,Medium
CB7-00516,What is 4 + 17?,22,23,21,20,C,4 + 17 = 21,English,Synonyms Antonyms,Easy
CB7-00517,What is 31 + 10?,41,42,40,43,A,31 + 10 = 41,SST,Media,Easy
CB7-00518,What is 24 + 37?,61,60,62,63,A,24 + 37 = 61,Maths,Fractions and Decimals,Hard
CB7-00519,What is 21 + 41?,63,61,62,64,C,21 + 41 = 62,English,Sentence Correction,Hard
CB7-00520,What is 17 + 13?,29,31,32,30,D,17 + 13 = 30,Maths,Lines and Angles,Hard
CB7-00521,What is 6 + 22?,27,30,29,28,D,6 + 22 = 28,Maths,Fractions and Decimals,Medium
CB7-00522,What is 20 + 42?,64,62,61,63,B,20 + 42 = 62,Maths,Comparing Quantities,Medium
CB7-00523,What is 21 + 37?,59,60,58,57,C,21 + 37 = 58,SST,Medieval India,Easy
CB7-00524,What is 24 + 35?,61,58,59,60,C,24 + 35 = 59,English,Sentence Correction,Hard
CB7-00525,What is 48 + 35?,82,85,83,84,C,48 + 35 = 83,Science,Light,Easy
CB7-00526,What is 45 + 38?,85,83,82,84,B,45 + 38 = 83,Science,Light,Easy
CB7-00527,What is 15 + 41?,56,57,55,58,A,15 + 41 = 56,English,Grammar,Easy
CB7-00528,What is 15 + 10?,25,26,27,24,A,15 + 10 = 25,Maths,Data Handling,Hard
CB7-00529,What is 49 + 7?,55,56,58,57,B,49 + 7 = 56,Science,Weather Climate,Easy
CB7-00530,What is 2 + 32?,34,36,35,33,A,2 + 32 = 34,Science,Light,Medium
CB7-00531,What is 34 + 48?,82,83,81,84,A,34 + 48 = 82,Science,Reproduction in Plants,Easy
CB7-00532,What is 19 + 9?,27,28,30,29,B,19 + 9 = 28,Science,Soil,Easy
CB7-00533,What is 33 + 20?,52,55,54,53,D,33 + 20 = 53,Science,Nutrition in Animals,Hard
CB7-00534,What is 19 + 7?,26,27,28,25,A,19 + 7 = 26,Maths,Integers,Easy
CB7-00535,What is 3 + 16?,21,20,18,19,D,3 + 16 = 19,Maths,Perimeter and Area,Hard
CB7-00536,What is 40 + 31?,71,70,72,73,A,40 + 31 = 71,SST,Equality,Easy
CB7-00537,What is 49 + 2?,50,51,52,53,B,49 + 2 = 51,English,Tenses,Medium
CB7-00538,What is 45 + 44?,91,89,90,88,B,45 + 44 = 89,English,Parts of Speech,Hard
CB7-00539,What is 20 + 30?,49,52,51,50,D,20 + 30 = 50,English,Fill in the Blanks,Easy
CB7-00540,What is 41 + 11?,54,51,53,52,D,41 + 11 = 52,English,Vocabulary,Easy
CB7-00541,What is 43 + 12?,54,55,57,56,B,43 + 12 = 55,Science,Heat,Easy
CB7-00542,What is 8 + 4?,13,12,11,14,B,8 + 4 = 12,Maths,Comparing Quantities,Easy
CB7-00543,What is 16 + 31?,49,48,47,46,C,16 + 31 = 47,Maths,Triangle and Properties,Hard
CB7-00544,What is 35 + 47?,84,82,81,83,B,35 + 47 = 82,Science,Respiration,Medium
